CYP2D6 Diplotype	Gaedigk Activity Score (formula)	Coded Genotype/Phenotype Summary	EHR Priority Result Notation
*50/*110	N/A	Indeterminate	none
*50/*111	N/A	Indeterminate	none
*50/*112	N/A	Indeterminate	none
*50/*113	N/A	Indeterminate	none
*51/*52	N/A	Indeterminate	none
*51/*58	N/A	Indeterminate	none
*51/*61	N/A	Indeterminate	none
*51/*63	N/A	Indeterminate	none
*51/*64	N/A	Indeterminate	none
*51/*65	N/A	Indeterminate	none
*51/*70	N/A	Indeterminate	none
*51/*71	N/A	Indeterminate	none
*51/*73	N/A	Indeterminate	none
*51/*74	N/A	Indeterminate	none
*51/*75	N/A	Indeterminate	none
*51/*81	N/A	Indeterminate	none
*51/*82	N/A	Indeterminate	none
*51/*83	N/A	Indeterminate	none
*51/*85	N/A	Indeterminate	none
*51/*86	N/A	Indeterminate	none
*51/*87	N/A	Indeterminate	none
*51/*88	N/A	Indeterminate	none
*51/*89	N/A	Indeterminate	none
*51/*90	N/A	Indeterminate	none
*51/*91	N/A	Indeterminate	none
*51/*93	N/A	Indeterminate	none
*51/*94	N/A	Indeterminate	none
*51/*95	N/A	Indeterminate	none
*51/*97	N/A	Indeterminate	none
*51/*98	N/A	Indeterminate	none
*51/*102	N/A	Indeterminate	none
*51/*103	N/A	Indeterminate	none
*51/*104	N/A	Indeterminate	none
*51/*105	N/A	Indeterminate	none
*51/*106	N/A	Indeterminate	none
*51/*107	N/A	Indeterminate	none
*51/*108	N/A	Indeterminate	none
*51/*109	N/A	Indeterminate	none
*51/*110	N/A	Indeterminate	none
*51/*111	N/A	Indeterminate	none
*51/*112	N/A	Indeterminate	none
*51/*113	N/A	Indeterminate	none
*52/*52	N/A	Indeterminate	none
*52/*53	N/A	Indeterminate	none
*52/*54	N/A	Indeterminate	none
*52/*55	N/A	Indeterminate	none
*52/*56	N/A	Indeterminate	none
*52/*57	N/A	Indeterminate	none
*52/*58	N/A	Indeterminate	none
*52/*59	N/A	Indeterminate	none
*52/*60	N/A	Indeterminate	none
*52/*61	N/A	Indeterminate	none
*52/*62	N/A	Indeterminate	none
*52/*63	N/A	Indeterminate	none
*52/*64	N/A	Indeterminate	none
*52/*65	N/A	Indeterminate	none
*52/*68	N/A	Indeterminate	none
*52/*69	N/A	Indeterminate	none
*52/*70	N/A	Indeterminate	none
*52/*71	N/A	Indeterminate	none
*52/*72	N/A	Indeterminate	none
*52/*73	N/A	Indeterminate	none
*52/*74	N/A	Indeterminate	none
*52/*75	N/A	Indeterminate	none
*52/*81	N/A	Indeterminate	none
*52/*82	N/A	Indeterminate	none
*52/*83	N/A	Indeterminate	none
*52/*84	N/A	Indeterminate	none
*52/*85	N/A	Indeterminate	none
*52/*86	N/A	Indeterminate	none
*52/*87	N/A	Indeterminate	none
*52/*88	N/A	Indeterminate	none
*52/*89	N/A	Indeterminate	none
*52/*90	N/A	Indeterminate	none
*52/*91	N/A	Indeterminate	none
*52/*92	N/A	Indeterminate	none
*52/*93	N/A	Indeterminate	none
*52/*94	N/A	Indeterminate	none
*52/*95	N/A	Indeterminate	none
*52/*96	N/A	Indeterminate	none
*52/*97	N/A	Indeterminate	none
*52/*98	N/A	Indeterminate	none
*52/*99	N/A	Indeterminate	none
*52/*100	N/A	Indeterminate	none
*52/*101	N/A	Indeterminate	none
*52/*102	N/A	Indeterminate	none
*52/*103	N/A	Indeterminate	none
*52/*104	N/A	Indeterminate	none
*52/*105	N/A	Indeterminate	none
*52/*106	N/A	Indeterminate	none
*52/*107	N/A	Indeterminate	none
*52/*108	N/A	Indeterminate	none
*52/*109	N/A	Indeterminate	none
*52/*110	N/A	Indeterminate	none
*52/*111	N/A	Indeterminate	none
*52/*112	N/A	Indeterminate	none
*52/*113	N/A	Indeterminate	none
*53/*58	N/A	Indeterminate	none
*53/*61	N/A	Indeterminate	none
*53/*63	N/A	Indeterminate	none
*53/*64	N/A	Indeterminate	none
*53/*65	N/A	Indeterminate	none
*53/*70	N/A	Indeterminate	none
*53/*71	N/A	Indeterminate	none
*53/*73	N/A	Indeterminate	none
*53/*74	N/A	Indeterminate	none
*53/*75	N/A	Indeterminate	none
*53/*81	N/A	Indeterminate	none
*53/*82	N/A	Indeterminate	none
*53/*83	N/A	Indeterminate	none
*53/*85	N/A	Indeterminate	none
*53/*86	N/A	Indeterminate	none
*53/*87	N/A	Indeterminate	none
*53/*88	N/A	Indeterminate	none
*53/*89	N/A	Indeterminate	none
*53/*90	N/A	Indeterminate	none
*53/*91	N/A	Indeterminate	none
*53/*93	N/A	Indeterminate	none
*53/*94	N/A	Indeterminate	none
*53/*95	N/A	Indeterminate	none
*53/*97	N/A	Indeterminate	none
*53/*98	N/A	Indeterminate	none
*53/*102	N/A	Indeterminate	none
*53/*103	N/A	Indeterminate	none
*53/*104	N/A	Indeterminate	none
*53/*105	N/A	Indeterminate	none
*53/*106	N/A	Indeterminate	none
*53/*107	N/A	Indeterminate	none
*53/*108	N/A	Indeterminate	none
*53/*109	N/A	Indeterminate	none
*53/*110	N/A	Indeterminate	none
*53/*111	N/A	Indeterminate	none
*53/*112	N/A	Indeterminate	none
*53/*113	N/A	Indeterminate	none
*54/*58	N/A	Indeterminate	none
*54/*61	N/A	Indeterminate	none
*54/*63	N/A	Indeterminate	none
*54/*64	N/A	Indeterminate	none
*54/*65	N/A	Indeterminate	none
*54/*70	N/A	Indeterminate	none
*54/*71	N/A	Indeterminate	none
*54/*73	N/A	Indeterminate	none
*54/*74	N/A	Indeterminate	none
*54/*75	N/A	Indeterminate	none
*54/*81	N/A	Indeterminate	none
*54/*82	N/A	Indeterminate	none
*54/*83	N/A	Indeterminate	none
*54/*85	N/A	Indeterminate	none
*54/*86	N/A	Indeterminate	none
*54/*87	N/A	Indeterminate	none
*54/*88	N/A	Indeterminate	none
*54/*89	N/A	Indeterminate	none
*54/*90	N/A	Indeterminate	none
*54/*91	N/A	Indeterminate	none
*54/*93	N/A	Indeterminate	none
*54/*94	N/A	Indeterminate	none
*54/*95	N/A	Indeterminate	none
*54/*97	N/A	Indeterminate	none
*54/*98	N/A	Indeterminate	none
*54/*102	N/A	Indeterminate	none
*54/*103	N/A	Indeterminate	none
*54/*104	N/A	Indeterminate	none
*54/*105	N/A	Indeterminate	none
*54/*106	N/A	Indeterminate	none
*54/*107	N/A	Indeterminate	none
*54/*108	N/A	Indeterminate	none
*54/*109	N/A	Indeterminate	none
*54/*110	N/A	Indeterminate	none
*54/*111	N/A	Indeterminate	none
*54/*112	N/A	Indeterminate	none
*54/*113	N/A	Indeterminate	none
*55/*58	N/A	Indeterminate	none
*55/*61	N/A	Indeterminate	none
*55/*63	N/A	Indeterminate	none
*55/*64	N/A	Indeterminate	none
*55/*65	N/A	Indeterminate	none
*55/*70	N/A	Indeterminate	none
*55/*71	N/A	Indeterminate	none
*55/*73	N/A	Indeterminate	none
*55/*74	N/A	Indeterminate	none
*55/*75	N/A	Indeterminate	none
*55/*81	N/A	Indeterminate	none
*55/*82	N/A	Indeterminate	none
*55/*83	N/A	Indeterminate	none
*55/*85	N/A	Indeterminate	none
*55/*86	N/A	Indeterminate	none
*55/*87	N/A	Indeterminate	none
*55/*88	N/A	Indeterminate	none
*55/*89	N/A	Indeterminate	none
*55/*90	N/A	Indeterminate	none
*55/*91	N/A	Indeterminate	none
*55/*93	N/A	Indeterminate	none
*55/*94	N/A	Indeterminate	none
*55/*95	N/A	Indeterminate	none
*55/*97	N/A	Indeterminate	none
*55/*98	N/A	Indeterminate	none
*55/*102	N/A	Indeterminate	none
*55/*103	N/A	Indeterminate	none
*55/*104	N/A	Indeterminate	none
*55/*105	N/A	Indeterminate	none
*55/*106	N/A	Indeterminate	none
*55/*107	N/A	Indeterminate	none
*55/*108	N/A	Indeterminate	none
*55/*109	N/A	Indeterminate	none
*55/*110	N/A	Indeterminate	none
*55/*111	N/A	Indeterminate	none
*55/*112	N/A	Indeterminate	none
*55/*113	N/A	Indeterminate	none
*56/*58	N/A	Indeterminate	none
*56/*61	N/A	Indeterminate	none
*56/*63	N/A	Indeterminate	none
*56/*64	N/A	Indeterminate	none
*56/*65	N/A	Indeterminate	none
*56/*70	N/A	Indeterminate	none
*56/*71	N/A	Indeterminate	none
*56/*73	N/A	Indeterminate	none
*56/*74	N/A	Indeterminate	none
*56/*75	N/A	Indeterminate	none
*56/*81	N/A	Indeterminate	none
*56/*82	N/A	Indeterminate	none
*56/*83	N/A	Indeterminate	none
*56/*85	N/A	Indeterminate	none
*56/*86	N/A	Indeterminate	none
*56/*87	N/A	Indeterminate	none
*56/*88	N/A	Indeterminate	none
*56/*89	N/A	Indeterminate	none
*56/*90	N/A	Indeterminate	none
*56/*91	N/A	Indeterminate	none
*56/*93	N/A	Indeterminate	none
*56/*94	N/A	Indeterminate	none
*56/*95	N/A	Indeterminate	none
*56/*97	N/A	Indeterminate	none
*56/*98	N/A	Indeterminate	none
*56/*102	N/A	Indeterminate	none
*56/*103	N/A	Indeterminate	none
*56/*104	N/A	Indeterminate	none
*56/*105	N/A	Indeterminate	none
*56/*106	N/A	Indeterminate	none
*56/*107	N/A	Indeterminate	none
*56/*108	N/A	Indeterminate	none
*56/*109	N/A	Indeterminate	none
*56/*110	N/A	Indeterminate	none
*56/*111	N/A	Indeterminate	none
*56/*112	N/A	Indeterminate	none
*56/*113	N/A	Indeterminate	none
*57/*58	N/A	Indeterminate	none
*57/*61	N/A	Indeterminate	none
*57/*63	N/A	Indeterminate	none
*57/*64	N/A	Indeterminate	none
*57/*65	N/A	Indeterminate	none
*57/*70	N/A	Indeterminate	none
*57/*71	N/A	Indeterminate	none
*57/*73	N/A	Indeterminate	none
*57/*74	N/A	Indeterminate	none
*57/*75	N/A	Indeterminate	none
*57/*81	N/A	Indeterminate	none
*57/*82	N/A	Indeterminate	none
*57/*83	N/A	Indeterminate	none
*57/*85	N/A	Indeterminate	none
*57/*86	N/A	Indeterminate	none
*57/*87	N/A	Indeterminate	none
*57/*88	N/A	Indeterminate	none
*57/*89	N/A	Indeterminate	none
*57/*90	N/A	Indeterminate	none
*57/*91	N/A	Indeterminate	none
*57/*93	N/A	Indeterminate	none
*57/*94	N/A	Indeterminate	none
*57/*95	N/A	Indeterminate	none
*57/*97	N/A	Indeterminate	none
*57/*98	N/A	Indeterminate	none
*57/*102	N/A	Indeterminate	none
*57/*103	N/A	Indeterminate	none
*57/*104	N/A	Indeterminate	none
*57/*105	N/A	Indeterminate	none
*57/*106	N/A	Indeterminate	none
*57/*107	N/A	Indeterminate	none
*57/*108	N/A	Indeterminate	none
*57/*109	N/A	Indeterminate	none
*57/*110	N/A	Indeterminate	none
*57/*111	N/A	Indeterminate	none
*57/*112	N/A	Indeterminate	none
*57/*113	N/A	Indeterminate	none
*58/*58	N/A	Indeterminate	none
*58/*59	N/A	Indeterminate	none
*58/*60	N/A	Indeterminate	none
*58/*61	N/A	Indeterminate	none
*58/*62	N/A	Indeterminate	none
*58/*63	N/A	Indeterminate	none
*58/*64	N/A	Indeterminate	none
*58/*65	N/A	Indeterminate	none
*58/*68	N/A	Indeterminate	none
*58/*69	N/A	Indeterminate	none
*58/*70	N/A	Indeterminate	none
*58/*71	N/A	Indeterminate	none
*58/*72	N/A	Indeterminate	none
*58/*73	N/A	Indeterminate	none
*58/*74	N/A	Indeterminate	none
*58/*75	N/A	Indeterminate	none
*58/*81	N/A	Indeterminate	none
*58/*82	N/A	Indeterminate	none
*58/*83	N/A	Indeterminate	none
*58/*84	N/A	Indeterminate	none
*58/*85	N/A	Indeterminate	none
*58/*86	N/A	Indeterminate	none
*58/*87	N/A	Indeterminate	none
*58/*88	N/A	Indeterminate	none
*58/*89	N/A	Indeterminate	none
*58/*90	N/A	Indeterminate	none
*58/*91	N/A	Indeterminate	none
*58/*92	N/A	Indeterminate	none
*58/*93	N/A	Indeterminate	none
*58/*94	N/A	Indeterminate	none
*58/*95	N/A	Indeterminate	none
*58/*96	N/A	Indeterminate	none
*58/*97	N/A	Indeterminate	none
*58/*98	N/A	Indeterminate	none
*58/*99	N/A	Indeterminate	none
*58/*100	N/A	Indeterminate	none
*58/*101	N/A	Indeterminate	none
*58/*102	N/A	Indeterminate	none
*58/*103	N/A	Indeterminate	none
*58/*104	N/A	Indeterminate	none
*58/*105	N/A	Indeterminate	none
*58/*106	N/A	Indeterminate	none
*58/*107	N/A	Indeterminate	none
*58/*108	N/A	Indeterminate	none
*58/*109	N/A	Indeterminate	none
*58/*110	N/A	Indeterminate	none
*58/*111	N/A	Indeterminate	none
*58/*112	N/A	Indeterminate	none
*58/*113	N/A	Indeterminate	none
*59/*61	N/A	Indeterminate	none
*59/*63	N/A	Indeterminate	none
*59/*64	N/A	Indeterminate	none
*59/*65	N/A	Indeterminate	none
*59/*70	N/A	Indeterminate	none
*59/*71	N/A	Indeterminate	none
*59/*73	N/A	Indeterminate	none
*59/*74	N/A	Indeterminate	none
*59/*75	N/A	Indeterminate	none
*59/*81	N/A	Indeterminate	none
*59/*82	N/A	Indeterminate	none
*59/*83	N/A	Indeterminate	none
*59/*85	N/A	Indeterminate	none
*59/*86	N/A	Indeterminate	none
*59/*87	N/A	Indeterminate	none
*59/*88	N/A	Indeterminate	none
*59/*89	N/A	Indeterminate	none
*59/*90	N/A	Indeterminate	none
*59/*91	N/A	Indeterminate	none
*59/*93	N/A	Indeterminate	none
*59/*94	N/A	Indeterminate	none
*59/*95	N/A	Indeterminate	none
*59/*97	N/A	Indeterminate	none
*59/*98	N/A	Indeterminate	none
*59/*102	N/A	Indeterminate	none
*59/*103	N/A	Indeterminate	none
*59/*104	N/A	Indeterminate	none
*59/*105	N/A	Indeterminate	none
*59/*106	N/A	Indeterminate	none
*59/*107	N/A	Indeterminate	none
*59/*108	N/A	Indeterminate	none
*59/*109	N/A	Indeterminate	none
*59/*110	N/A	Indeterminate	none
*59/*111	N/A	Indeterminate	none
*59/*112	N/A	Indeterminate	none
*59/*113	N/A	Indeterminate	none
*60/*61	N/A	Indeterminate	none
*60/*63	N/A	Indeterminate	none
*60/*64	N/A	Indeterminate	none
*60/*65	N/A	Indeterminate	none
*60/*70	N/A	Indeterminate	none
*60/*71	N/A	Indeterminate	none
*60/*73	N/A	Indeterminate	none
*60/*74	N/A	Indeterminate	none
*60/*75	N/A	Indeterminate	none
*60/*81	N/A	Indeterminate	none
*60/*82	N/A	Indeterminate	none
*60/*83	N/A	Indeterminate	none
*60/*85	N/A	Indeterminate	none
*60/*86	N/A	Indeterminate	none
*60/*87	N/A	Indeterminate	none
*60/*88	N/A	Indeterminate	none
*60/*89	N/A	Indeterminate	none
*60/*90	N/A	Indeterminate	none
*60/*91	N/A	Indeterminate	none
*60/*93	N/A	Indeterminate	none
*60/*94	N/A	Indeterminate	none
*60/*95	N/A	Indeterminate	none
*60/*97	N/A	Indeterminate	none
*60/*98	N/A	Indeterminate	none
*60/*102	N/A	Indeterminate	none
*60/*103	N/A	Indeterminate	none
*60/*104	N/A	Indeterminate	none
*60/*105	N/A	Indeterminate	none
*60/*106	N/A	Indeterminate	none
*60/*107	N/A	Indeterminate	none
*60/*108	N/A	Indeterminate	none
*60/*109	N/A	Indeterminate	none
*60/*110	N/A	Indeterminate	none
*60/*111	N/A	Indeterminate	none
*60/*112	N/A	Indeterminate	none
*60/*113	N/A	Indeterminate	none
*61/*61	N/A	Indeterminate	none
*61/*62	N/A	Indeterminate	none
*61/*63	N/A	Indeterminate	none
*61/*64	N/A	Indeterminate	none
*61/*65	N/A	Indeterminate	none
*61/*68	N/A	Indeterminate	none
*61/*69	N/A	Indeterminate	none
*61/*70	N/A	Indeterminate	none
*61/*71	N/A	Indeterminate	none
*61/*72	N/A	Indeterminate	none
*61/*73	N/A	Indeterminate	none
*61/*74	N/A	Indeterminate	none
*61/*75	N/A	Indeterminate	none
*61/*81	N/A	Indeterminate	none
*61/*82	N/A	Indeterminate	none
*61/*83	N/A	Indeterminate	none
*61/*84	N/A	Indeterminate	none
*61/*85	N/A	Indeterminate	none
*61/*86	N/A	Indeterminate	none
*61/*87	N/A	Indeterminate	none
*61/*88	N/A	Indeterminate	none
*61/*89	N/A	Indeterminate	none
*61/*90	N/A	Indeterminate	none
*61/*91	N/A	Indeterminate	none
*61/*92	N/A	Indeterminate	none
*61/*93	N/A	Indeterminate	none
*61/*94	N/A	Indeterminate	none
*61/*95	N/A	Indeterminate	none
*61/*96	N/A	Indeterminate	none
*61/*97	N/A	Indeterminate	none
*61/*98	N/A	Indeterminate	none
*61/*99	N/A	Indeterminate	none
*61/*100	N/A	Indeterminate	none
*61/*101	N/A	Indeterminate	none
*61/*102	N/A	Indeterminate	none
*61/*103	N/A	Indeterminate	none
*61/*104	N/A	Indeterminate	none
*61/*105	N/A	Indeterminate	none
*61/*106	N/A	Indeterminate	none
*61/*107	N/A	Indeterminate	none
*61/*108	N/A	Indeterminate	none
*61/*109	N/A	Indeterminate	none
*61/*110	N/A	Indeterminate	none
*61/*111	N/A	Indeterminate	none
*61/*112	N/A	Indeterminate	none
*61/*113	N/A	Indeterminate	none
*62/*63	N/A	Indeterminate	none
*62/*64	N/A	Indeterminate	none
*62/*65	N/A	Indeterminate	none
*62/*70	N/A	Indeterminate	none
*62/*71	N/A	Indeterminate	none
*62/*73	N/A	Indeterminate	none
*62/*74	N/A	Indeterminate	none
*62/*75	N/A	Indeterminate	none
*62/*81	N/A	Indeterminate	none
*62/*82	N/A	Indeterminate	none
*62/*83	N/A	Indeterminate	none
*62/*85	N/A	Indeterminate	none
*62/*86	N/A	Indeterminate	none
*62/*87	N/A	Indeterminate	none
*62/*88	N/A	Indeterminate	none
*62/*89	N/A	Indeterminate	none
*62/*90	N/A	Indeterminate	none
*62/*91	N/A	Indeterminate	none
*62/*93	N/A	Indeterminate	none
*62/*94	N/A	Indeterminate	none
*62/*95	N/A	Indeterminate	none
*62/*97	N/A	Indeterminate	none
*62/*98	N/A	Indeterminate	none
*62/*102	N/A	Indeterminate	none
*62/*103	N/A	Indeterminate	none
*62/*104	N/A	Indeterminate	none
*62/*105	N/A	Indeterminate	none
*62/*106	N/A	Indeterminate	none
*62/*107	N/A	Indeterminate	none
*62/*108	N/A	Indeterminate	none
*62/*109	N/A	Indeterminate	none
*62/*110	N/A	Indeterminate	none
*62/*111	N/A	Indeterminate	none
*62/*112	N/A	Indeterminate	none
*62/*113	N/A	Indeterminate	none
*63/*63	N/A	Indeterminate	none
*63/*64	N/A	Indeterminate	none
*63/*65	N/A	Indeterminate	none
*63/*68	N/A	Indeterminate	none
*63/*69	N/A	Indeterminate	none
*63/*70	N/A	Indeterminate	none
*63/*71	N/A	Indeterminate	none
*63/*72	N/A	Indeterminate	none
*63/*73	N/A	Indeterminate	none
*63/*74	N/A	Indeterminate	none
*63/*75	N/A	Indeterminate	none
*63/*81	N/A	Indeterminate	none
*63/*82	N/A	Indeterminate	none
*63/*83	N/A	Indeterminate	none
*63/*84	N/A	Indeterminate	none
*63/*85	N/A	Indeterminate	none
*63/*86	N/A	Indeterminate	none
*63/*87	N/A	Indeterminate	none
*63/*88	N/A	Indeterminate	none
*63/*89	N/A	Indeterminate	none
*63/*90	N/A	Indeterminate	none
*63/*91	N/A	Indeterminate	none
*63/*92	N/A	Indeterminate	none
*63/*93	N/A	Indeterminate	none
*63/*94	N/A	Indeterminate	none
*63/*95	N/A	Indeterminate	none
*63/*96	N/A	Indeterminate	none
*63/*97	N/A	Indeterminate	none
*63/*98	N/A	Indeterminate	none
*63/*99	N/A	Indeterminate	none
*63/*100	N/A	Indeterminate	none
*63/*101	N/A	Indeterminate	none
*63/*102	N/A	Indeterminate	none
*63/*103	N/A	Indeterminate	none
*63/*104	N/A	Indeterminate	none
*63/*105	N/A	Indeterminate	none
*63/*106	N/A	Indeterminate	none
*63/*107	N/A	Indeterminate	none
*63/*108	N/A	Indeterminate	none
*63/*109	N/A	Indeterminate	none
*63/*110	N/A	Indeterminate	none
*63/*111	N/A	Indeterminate	none
*63/*112	N/A	Indeterminate	none
*63/*113	N/A	Indeterminate	none
*64/*64	N/A	Indeterminate	none
*64/*65	N/A	Indeterminate	none
*64/*68	N/A	Indeterminate	none
*64/*69	N/A	Indeterminate	none
*64/*70	N/A	Indeterminate	none
*64/*71	N/A	Indeterminate	none
*64/*72	N/A	Indeterminate	none
*64/*73	N/A	Indeterminate	none
*64/*74	N/A	Indeterminate	none
*64/*75	N/A	Indeterminate	none
*64/*81	N/A	Indeterminate	none
*64/*82	N/A	Indeterminate	none
*64/*83	N/A	Indeterminate	none
*64/*84	N/A	Indeterminate	none
*64/*85	N/A	Indeterminate	none
*64/*86	N/A	Indeterminate	none
*64/*87	N/A	Indeterminate	none
*64/*88	N/A	Indeterminate	none
*64/*89	N/A	Indeterminate	none
*64/*90	N/A	Indeterminate	none
*64/*91	N/A	Indeterminate	none
*64/*92	N/A	Indeterminate	none
*64/*93	N/A	Indeterminate	none
*64/*94	N/A	Indeterminate	none
*64/*95	N/A	Indeterminate	none
*64/*96	N/A	Indeterminate	none
*64/*97	N/A	Indeterminate	none
*64/*98	N/A	Indeterminate	none
*64/*99	N/A	Indeterminate	none
*64/*100	N/A	Indeterminate	none
*64/*101	N/A	Indeterminate	none
*64/*102	N/A	Indeterminate	none
*64/*103	N/A	Indeterminate	none
*64/*104	N/A	Indeterminate	none
*64/*105	N/A	Indeterminate	none
*64/*106	N/A	Indeterminate	none
*64/*107	N/A	Indeterminate	none
*64/*108	N/A	Indeterminate	none
*64/*109	N/A	Indeterminate	none
*64/*110	N/A	Indeterminate	none
*64/*111	N/A	Indeterminate	none
*64/*112	N/A	Indeterminate	none
*64/*113	N/A	Indeterminate	none
*65/*65	N/A	Indeterminate	none
*65/*68	N/A	Indeterminate	none
*65/*69	N/A	Indeterminate	none
*65/*70	N/A	Indeterminate	none
*65/*71	N/A	Indeterminate	none
*65/*72	N/A	Indeterminate	none
*65/*73	N/A	Indeterminate	none
*65/*74	N/A	Indeterminate	none
*65/*75	N/A	Indeterminate	none
*65/*81	N/A	Indeterminate	none
*65/*82	N/A	Indeterminate	none
*65/*83	N/A	Indeterminate	none
*65/*84	N/A	Indeterminate	none
*65/*85	N/A	Indeterminate	none
*65/*86	N/A	Indeterminate	none
*65/*87	N/A	Indeterminate	none
*65/*88	N/A	Indeterminate	none
*65/*89	N/A	Indeterminate	none
*65/*90	N/A	Indeterminate	none
*65/*91	N/A	Indeterminate	none
*65/*92	N/A	Indeterminate	none
*65/*93	N/A	Indeterminate	none
*65/*94	N/A	Indeterminate	none
*65/*95	N/A	Indeterminate	none
*65/*96	N/A	Indeterminate	none
*65/*97	N/A	Indeterminate	none
*65/*98	N/A	Indeterminate	none
*65/*99	N/A	Indeterminate	none
*65/*100	N/A	Indeterminate	none
*65/*101	N/A	Indeterminate	none
*65/*102	N/A	Indeterminate	none
*65/*103	N/A	Indeterminate	none
*65/*104	N/A	Indeterminate	none
*65/*105	N/A	Indeterminate	none
*65/*106	N/A	Indeterminate	none
*65/*107	N/A	Indeterminate	none
*65/*108	N/A	Indeterminate	none
*65/*109	N/A	Indeterminate	none
*65/*110	N/A	Indeterminate	none
*65/*111	N/A	Indeterminate	none
*65/*112	N/A	Indeterminate	none
*65/*113	N/A	Indeterminate	none
*68/*70	N/A	Indeterminate	none
*68/*71	N/A	Indeterminate	none
*68/*73	N/A	Indeterminate	none
*68/*74	N/A	Indeterminate	none
*68/*75	N/A	Indeterminate	none
*68/*81	N/A	Indeterminate	none
*68/*82	N/A	Indeterminate	none
*68/*83	N/A	Indeterminate	none
*68/*85	N/A	Indeterminate	none
*68/*86	N/A	Indeterminate	none
*68/*87	N/A	Indeterminate	none
*68/*88	N/A	Indeterminate	none
*68/*89	N/A	Indeterminate	none
*68/*90	N/A	Indeterminate	none
*68/*91	N/A	Indeterminate	none
*68/*93	N/A	Indeterminate	none
*68/*94	N/A	Indeterminate	none
*68/*95	N/A	Indeterminate	none
*68/*97	N/A	Indeterminate	none
*68/*98	N/A	Indeterminate	none
*68/*102	N/A	Indeterminate	none
*68/*103	N/A	Indeterminate	none
*68/*104	N/A	Indeterminate	none
*68/*105	N/A	Indeterminate	none
*68/*106	N/A	Indeterminate	none
*68/*107	N/A	Indeterminate	none
*68/*108	N/A	Indeterminate	none
*68/*109	N/A	Indeterminate	none
*68/*110	N/A	Indeterminate	none
*68/*111	N/A	Indeterminate	none
*68/*112	N/A	Indeterminate	none
*68/*113	N/A	Indeterminate	none
*68/*105	N/A	Indeterminate	none
*68/*105	N/A	Indeterminate	none
*68/*105	N/A	Indeterminate	none
*68/*105	N/A	Indeterminate	none
*69/*70	N/A	Indeterminate	none
*69/*71	N/A	Indeterminate	none
*69/*73	N/A	Indeterminate	none
*69/*74	N/A	Indeterminate	none
*69/*75	N/A	Indeterminate	none
*69/*81	N/A	Indeterminate	none
*69/*82	N/A	Indeterminate	none
*69/*83	N/A	Indeterminate	none
*69/*85	N/A	Indeterminate	none
*69/*86	N/A	Indeterminate	none
*69/*87	N/A	Indeterminate	none
*69/*88	N/A	Indeterminate	none
*69/*89	N/A	Indeterminate	none
*69/*90	N/A	Indeterminate	none
*69/*91	N/A	Indeterminate	none
*69/*93	N/A	Indeterminate	none
*69/*94	N/A	Indeterminate	none
*69/*95	N/A	Indeterminate	none
*69/*97	N/A	Indeterminate	none
*69/*98	N/A	Indeterminate	none
*69/*102	N/A	Indeterminate	none
